300,5.000,0.484,2.416,0.000
500,5.000,0.473,2.366,0.000
700,5.000,0.473,2.362,0.000
900,5.000,0.473,2.362,0.000
1100,5.000,0.487,2.431,0.000
1300,5.000,0.499,2.492,0.000
1500,5.000,0.499,2.492,0.000
1700,5.000,0.502,2.507,0.001
1900,5.000,0.502,2.507,0.001
2100,5.000,0.503,2.511,0.001
2300,5.000,0.503,2.511,0.001
2500,5.000,0.499,2.492,0.001
2700,5.000,0.502,2.507,0.001
2900,5.000,0.502,2.507,0.001
3100,5.000,0.502,2.507,0.002
3300,5.000,0.502,2.507,0.002
3500,5.000,0.501,2.503,0.002
3700,5.000,0.500,2.500,0.002
3900,5.000,0.500,2.500,0.002
4100,5.000,0.502,2.511,0.002
4300,5.000,0.502,2.507,0.002
4500,5.000,0.502,2.507,0.003
4700,5.000,0.502,2.507,0.003
4900,5.000,0.499,2.492,0.003
5100,5.000,0.500,2.500,0.003
5300,5.000,0.502,2.511,0.003
5500,5.000,0.502,2.511,0.003
5700,5.000,0.501,2.503,0.003
5900,5.000,0.501,2.503,0.004
6100,5.000,0.501,2.503,0.004
6300,5.000,0.500,2.496,0.004
6500,5.000,0.501,2.503,0.004
6700,5.000,0.501,2.503,0.004
6900,5.000,0.501,2.503,0.004
7100,5.000,0.502,2.507,0.004
7300,5.000,0.501,2.503,0.005
7500,5.000,0.501,2.503,0.005
7700,5.000,0.502,2.507,0.005
7900,5.000,0.502,2.507,0.005
8100,5.000,0.501,2.503,0.005
8300,5.000,0.500,2.500,0.005
8500,5.000,0.500,2.500,0.005
8700,5.000,0.500,2.500,0.006
8900,5.000,0.502,2.507,0.006
9100,5.000,0.502,2.507,0.006
9300,5.000,0.502,2.507,0.006
9500,5.000,0.501,2.503,0.006
9700,5.000,0.497,2.484,0.006
9900,5.000,0.502,2.507,0.006
10100,5.000,0.502,2.507,0.007
10300,5.000,0.501,2.503,0.007
10500,5.000,0.501,2.503,0.007
10700,5.000,0.498,2.488,0.007
10900,5.000,0.502,2.507,0.007
11100,5.000,0.502,2.507,0.007
11300,5.000,0.502,2.507,0.007
11500,5.000,0.501,2.503,0.008
11700,5.000,0.502,2.507,0.008
11900,5.000,0.502,2.507,0.008
12100,5.000,0.498,2.488,0.008
12300,5.000,0.502,2.507,0.008
12500,5.000,0.502,2.507,0.008
12700,5.000,0.502,2.507,0.008
12900,5.000,0.501,2.503,0.009
13100,5.000,0.499,2.496,0.009
13300,5.000,0.499,2.496,0.009
13500,5.000,0.502,2.507,0.009
13700,5.000,0.502,2.503,0.009
13900,5.000,0.502,2.503,0.009
14100,5.000,0.501,2.503,0.009
14300,5.000,0.501,2.503,0.010
14500,5.000,0.499,2.492,0.010
14700,5.000,0.502,2.507,0.010
14900,5.000,0.502,2.507,0.010
15100,5.000,0.501,2.503,0.010
15300,5.000,0.501,2.503,0.010
15500,5.000,0.498,2.488,0.010
15700,5.000,0.498,2.488,0.011
15900,5.000,0.502,2.507,0.011
16100,5.000,0.501,2.503,0.011
16300,5.000,0.501,2.503,0.011
16500,5.000,0.501,2.503,0.011
16700,5.000,0.499,2.496,0.011
16900,5.000,0.500,2.500,0.011
17100,5.000,0.500,2.500,0.012
17300,5.000,0.501,2.503,0.012
17500,5.000,0.501,2.503,0.012
17700,5.000,0.501,2.503,0.012
17900,5.000,0.500,2.496,0.012
18100,5.000,0.500,2.496,0.012
18300,5.000,0.501,2.503,0.012
18500,5.000,0.501,2.503,0.013
18700,5.000,0.501,2.503,0.013
18900,5.000,0.501,2.503,0.013
19100,5.000,0.500,2.496,0.013
19300,5.000,0.501,2.503,0.013
19500,5.000,0.502,2.511,0.013
